description,repo,time,type,users
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-11-24T11:30:54Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-11-24T11:25:49Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-11-24T11:25:05Z,PushEvent,18426425
,hupili/python-for-data-and-media-communication-gitbook,2018-11-11T13:12:31Z,IssueCommentEvent,18426425
https://api.github.com/repos/18426425/myexercise,18426425/myexercise,2018-11-11T12:57:22Z,CreateEvent,18426425
https://api.github.com/repos/18426425/myexercise,18426425/myexercise,2018-11-11T12:52:03Z,CreateEvent,18426425
,hupili/python-for-data-and-media-communication-gitbook,2018-11-11T09:43:00Z,IssueCommentEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-11-09T15:17:12Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-11-09T15:16:40Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-11-09T15:16:17Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-11-09T03:39:43Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-11-09T03:34:43Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-11-09T03:29:53Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-11-09T03:28:00Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-11-09T03:27:27Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-11-09T03:26:22Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-11-09T03:05:06Z,PushEvent,18426425
opened,hupili/python-for-data-and-media-communication-gitbook,2018-11-09T01:53:11Z,IssuesEvent,18426425
,lanbing510/DouBanSpider,2018-11-03T15:00:15Z,ForkEvent,18426425
https://api.github.com/repos/Honlan/DeepInterests,Honlan/DeepInterests,2018-11-03T13:29:59Z,WatchEvent,18426425
https://api.github.com/repos/simoncos/zhihu-analysis-python,simoncos/zhihu-analysis-python,2018-10-27T07:17:03Z,WatchEvent,18426425
https://api.github.com/repos/CompileYouth/front-end-study,CompileYouth/front-end-study,2018-10-27T03:40:36Z,WatchEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-23T15:11:00Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-23T15:00:43Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-23T14:21:53Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-23T13:02:11Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-23T12:43:17Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-23T12:43:02Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-23T12:42:32Z,PushEvent,18426425
,hupili/python-for-data-and-media-communication-gitbook,2018-10-21T11:14:29Z,ForkEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-21T10:21:25Z,CreateEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-21T10:20:02Z,CreateEvent,18426425
,18426425/python-data-assignments,2018-10-21T10:16:56Z,DeleteEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-21T10:16:04Z,CreateEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-21T10:03:17Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-21T10:02:58Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-21T09:56:00Z,PushEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-21T09:55:00Z,CreateEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-21T09:38:20Z,CreateEvent,18426425
https://api.github.com/repos/18426425/python-data-assignments,18426425/python-data-assignments,2018-10-21T09:01:25Z,CreateEvent,18426425
https://api.github.com/repos/Honlan/Python-Basic,Honlan/Python-Basic,2018-10-16T11:55:39Z,WatchEvent,18426425
https://api.github.com/repos/MurphyWan/Python-first-Practice,MurphyWan/Python-first-Practice,2018-10-15T12:15:38Z,WatchEvent,18426425
https://api.github.com/repos/hupili/python-for-data-and-media-communication,hupili/python-for-data-and-media-communication,2018-09-20T03:13:41Z,WatchEvent,18426425
https://api.github.com/repos/18426425/mortgage-schedule,18426425/mortgage-schedule,2018-09-17T09:08:11Z,PushEvent,18426425
https://api.github.com/repos/18426425/mortgage-schedule,18426425/mortgage-schedule,2018-09-17T09:05:28Z,PushEvent,18426425
https://api.github.com/repos/18426425/mortgage-schedule,18426425/mortgage-schedule,2018-09-17T08:55:09Z,CreateEvent,18426425
https://api.github.com/repos/18426425/mortgage-schedule,18426425/mortgage-schedule,2018-09-17T08:55:00Z,CreateEvent,18426425
https://api.github.com/repos/18426425/mortgage-schedule,18426425/mortgage-schedule,2018-09-17T07:08:26Z,CreateEvent,18426425
,hupili/python-for-data-and-media-communication-gitbook,2018-09-16T14:52:32Z,CommitCommentEvent,18426425
,hupili/python-for-data-and-media-communication-gitbook,2018-09-16T04:13:23Z,CommitCommentEvent,18426425
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T08:32:26Z,PushEvent,Shinonomee
closed,hupili/python-for-data-and-media-communication-gitbook,2018-11-24T08:09:23Z,IssuesEvent,Shinonomee
,hupili/python-for-data-and-media-communication-gitbook,2018-11-24T08:09:23Z,IssueCommentEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T07:37:46Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T07:37:06Z,PushEvent,Shinonomee
opened,hupili/python-for-data-and-media-communication-gitbook,2018-11-24T07:28:28Z,IssuesEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T02:22:38Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/Booking,Shinonomee/Booking,2018-11-24T02:18:47Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/Booking,Shinonomee/Booking,2018-11-24T02:18:39Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/Booking,Shinonomee/Booking,2018-11-24T02:18:31Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/Booking,Shinonomee/Booking,2018-11-24T02:18:16Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/Booking,Shinonomee/Booking,2018-11-24T02:18:08Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T02:13:22Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T02:13:13Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T02:13:06Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T02:12:59Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T02:12:50Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T02:05:40Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T02:05:14Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T01:56:57Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T01:56:39Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T01:52:07Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T01:40:46Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T01:31:58Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T01:30:57Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-24T01:29:44Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/big-road,Shinonomee/big-road,2018-11-23T08:02:21Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/big-road,Shinonomee/big-road,2018-11-23T07:57:25Z,PushEvent,Shinonomee
,hupili/big-road,2018-11-23T07:52:31Z,ForkEvent,Shinonomee
,hupili/python-for-data-and-media-communication-gitbook,2018-11-23T07:43:16Z,ForkEvent,Shinonomee
,hupili/python-for-data-and-media-communication-gitbook,2018-11-22T12:35:15Z,IssueCommentEvent,Shinonomee
,hupili/python-for-data-and-media-communication-gitbook,2018-11-22T03:22:04Z,IssueCommentEvent,Shinonomee
,hupili/python-for-data-and-media-communication-gitbook,2018-11-22T03:17:34Z,IssueCommentEvent,Shinonomee
https://api.github.com/repos/Shinonomee/Booking,Shinonomee/Booking,2018-11-22T03:11:55Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/Booking,Shinonomee/Booking,2018-11-22T03:09:46Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/Booking,Shinonomee/Booking,2018-11-22T03:08:25Z,CreateEvent,Shinonomee
https://api.github.com/repos/Shinonomee/Booking,Shinonomee/Booking,2018-11-22T03:01:27Z,CreateEvent,Shinonomee
opened,hupili/python-for-data-and-media-communication-gitbook,2018-11-22T01:55:24Z,IssuesEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-16T12:16:05Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-16T12:15:05Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-16T12:12:51Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-08T08:15:54Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-11-08T02:03:11Z,PushEvent,Shinonomee
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T12:39:47Z,IssueCommentEvent,Shinonomee
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T09:56:10Z,IssueCommentEvent,Shinonomee
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T07:22:03Z,IssueCommentEvent,Shinonomee
opened,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T06:49:12Z,IssuesEvent,Shinonomee
,hupili/python-for-data-and-media-communication-gitbook,2018-11-04T11:49:01Z,IssueCommentEvent,Shinonomee
,hupili/python-for-data-and-media-communication-gitbook,2018-11-01T07:19:21Z,IssueCommentEvent,Shinonomee
opened,hupili/python-for-data-and-media-communication-gitbook,2018-11-01T03:27:09Z,IssuesEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-10-23T07:33:12Z,CreateEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-10-23T07:31:29Z,CreateEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-10-23T07:30:31Z,CreateEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-10-23T07:30:30Z,CreateEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-10-21T13:20:53Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-10-21T13:17:59Z,CreateEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-10-21T13:17:58Z,CreateEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-10-21T13:14:53Z,PushEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-10-21T13:12:34Z,CreateEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-10-21T13:12:33Z,CreateEvent,Shinonomee
https://api.github.com/repos/Shinonomee/python-data-assignments,Shinonomee/python-data-assignments,2018-10-19T10:27:56Z,CreateEvent,Shinonomee
https://api.github.com/repos/lullabymia/Final-Project-for-People-s-Daily,lullabymia/Final-Project-for-People-s-Daily,2018-12-16T03:53:55Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/lullabymia/Final-Project-for-People-s-Daily,lullabymia/Final-Project-for-People-s-Daily,2018-12-16T03:52:53Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/lullabymia/Final-Project-for-People-s-Daily,lullabymia/Final-Project-for-People-s-Daily,2018-12-16T03:52:30Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/lullabymia/Final-Project-for-People-s-Daily,lullabymia/Final-Project-for-People-s-Daily,2018-12-16T03:51:35Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/lullabymia/Final-Project-for-People-s-Daily,lullabymia/Final-Project-for-People-s-Daily,2018-12-16T03:50:48Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/lullabymia/Final-Project-for-People-s-Daily,lullabymia/Final-Project-for-People-s-Daily,2018-12-16T03:48:27Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/lullabymia/Final-Project-for-People-s-Daily,lullabymia/Final-Project-for-People-s-Daily,2018-12-16T03:46:52Z,PushEvent,ZhangHuimin97
,hupili/python-for-data-and-media-communication-gitbook,2018-12-14T10:24:02Z,IssueCommentEvent,ZhangHuimin97
opened,hupili/python-for-data-and-media-communication-gitbook,2018-12-14T10:23:46Z,IssuesEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T12:16:46Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T12:13:43Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T12:13:13Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T12:03:56Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T12:03:14Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T12:02:29Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T12:02:08Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T12:00:45Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T07:34:43Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T07:19:19Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T06:20:34Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T06:18:41Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T06:17:46Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T06:13:39Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T06:11:10Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T06:09:24Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T06:06:51Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-24T06:05:01Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-21T06:19:33Z,CreateEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/python-data-assignments,ZhangHuimin97/python-data-assignments,2018-11-21T06:19:24Z,CreateEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/assignment1-airbnb,ZhangHuimin97/assignment1-airbnb,2018-11-17T16:09:05Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/assignment1-airbnb,ZhangHuimin97/assignment1-airbnb,2018-11-17T16:08:40Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/assignment1-airbnb,ZhangHuimin97/assignment1-airbnb,2018-11-17T16:04:44Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/assignment1-airbnb,ZhangHuimin97/assignment1-airbnb,2018-11-09T14:38:41Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/assignment1-airbnb,ZhangHuimin97/assignment1-airbnb,2018-11-09T14:36:20Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/assignment1-airbnb,ZhangHuimin97/assignment1-airbnb,2018-11-09T14:19:44Z,CreateEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/assignment1-airbnb,ZhangHuimin97/assignment1-airbnb,2018-11-09T14:19:28Z,CreateEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/assignment0,ZhangHuimin97/assignment0,2018-10-23T15:06:45Z,PushEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/assignment0,ZhangHuimin97/assignment0,2018-10-23T15:03:26Z,CreateEvent,ZhangHuimin97
https://api.github.com/repos/ZhangHuimin97/assignment0,ZhangHuimin97/assignment0,2018-10-23T15:03:11Z,CreateEvent,ZhangHuimin97
https://api.github.com/repos/maggie0114/python-data-assignments,maggie0114/python-data-assignments,2018-11-24T16:00:12Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments,maggie0114/python-data-assignments,2018-11-24T15:59:55Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments,maggie0114/python-data-assignments,2018-11-24T15:55:31Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments,maggie0114/python-data-assignments,2018-11-23T14:10:06Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments,maggie0114/python-data-assignments,2018-11-22T11:26:09Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments1,maggie0114/python-data-assignments1,2018-11-22T11:09:15Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments1,maggie0114/python-data-assignments1,2018-11-22T11:08:54Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments1,maggie0114/python-data-assignments1,2018-11-20T05:05:09Z,CreateEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments,maggie0114/python-data-assignments,2018-11-20T04:57:08Z,CreateEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments1,maggie0114/python-data-assignments1,2018-11-06T06:19:03Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments1,maggie0114/python-data-assignments1,2018-11-06T06:18:40Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments1,maggie0114/python-data-assignments1,2018-11-06T06:18:12Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments1,maggie0114/python-data-assignments1,2018-11-06T06:17:56Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments1,maggie0114/python-data-assignments1,2018-11-06T06:17:40Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments1,maggie0114/python-data-assignments1,2018-11-06T06:16:59Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/python-data-assignments1,maggie0114/python-data-assignments1,2018-11-06T06:16:08Z,PushEvent,maggie0114
,marla322/hkbu-big-data-media,2018-11-06T06:15:34Z,ForkEvent,maggie0114
https://api.github.com/repos/maggie0114/assignment1,maggie0114/assignment1,2018-11-06T05:58:15Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/assignment1,maggie0114/assignment1,2018-11-06T05:57:58Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/assignment1,maggie0114/assignment1,2018-11-06T05:49:20Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/assignment1,maggie0114/assignment1,2018-11-06T05:32:21Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/assignment1,maggie0114/assignment1,2018-11-06T05:01:10Z,CreateEvent,maggie0114
https://api.github.com/repos/maggie0114/assignment1,maggie0114/assignment1,2018-11-06T05:01:04Z,CreateEvent,maggie0114
https://api.github.com/repos/maggie0114/maggie0114_assignment0,maggie0114/maggie0114_assignment0,2018-10-24T14:17:35Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/maggie0114_assignment0,maggie0114/maggie0114_assignment0,2018-10-24T14:15:33Z,CreateEvent,maggie0114
https://api.github.com/repos/maggie0114/maggie0114_assignment0,maggie0114/maggie0114_assignment0,2018-10-24T14:15:23Z,CreateEvent,maggie0114
https://api.github.com/repos/maggie0114/assignment0,maggie0114/assignment0,2018-10-23T16:51:16Z,CreateEvent,maggie0114
https://api.github.com/repos/maggie0114/week2_assignment,maggie0114/week2_assignment,2018-09-24T13:16:30Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/mark-six,maggie0114/mark-six,2018-09-16T16:24:36Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/week2assignment_1,maggie0114/week2assignment_1,2018-09-16T15:41:14Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/week2assignment_1,maggie0114/week2assignment_1,2018-09-16T15:34:17Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/week2assignment_1,maggie0114/week2assignment_1,2018-09-16T15:33:11Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/week2_assignment2,maggie0114/week2_assignment2,2018-09-16T15:32:33Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/mark-six,maggie0114/mark-six,2018-09-16T12:53:52Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/mark-six,maggie0114/mark-six,2018-09-16T12:49:31Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/week2_assignment2,maggie0114/week2_assignment2,2018-09-16T12:49:01Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/mark-six,maggie0114/mark-six,2018-09-16T12:41:07Z,CreateEvent,maggie0114
https://api.github.com/repos/maggie0114/mark-six,maggie0114/mark-six,2018-09-16T12:41:00Z,CreateEvent,maggie0114
https://api.github.com/repos/maggie0114/week2_assignment2,maggie0114/week2_assignment2,2018-09-16T11:44:49Z,CreateEvent,maggie0114
https://api.github.com/repos/maggie0114/week2_assignment2,maggie0114/week2_assignment2,2018-09-16T11:44:43Z,CreateEvent,maggie0114
https://api.github.com/repos/maggie0114/New-world,maggie0114/New-world,2018-09-16T10:04:08Z,PushEvent,maggie0114
https://api.github.com/repos/maggie0114/week2assignment_1,maggie0114/week2assignment_1,2018-09-16T09:59:05Z,CreateEvent,maggie0114
https://api.github.com/repos/maggie0114/week2assignment_1,maggie0114/week2assignment_1,2018-09-16T09:47:55Z,CreateEvent,maggie0114
https://api.github.com/repos/CelineTsang/The-Formula-Of-FFSO,CelineTsang/The-Formula-Of-FFSO,2018-12-16T08:58:11Z,PushEvent,lalaLynn
https://api.github.com/repos/CelineTsang/The-Formula-Of-FFSO,CelineTsang/The-Formula-Of-FFSO,2018-12-15T18:11:23Z,PushEvent,lalaLynn
https://api.github.com/repos/CelineTsang/The-Formula-Of-FFSO,CelineTsang/The-Formula-Of-FFSO,2018-12-15T18:05:24Z,PushEvent,lalaLynn
https://api.github.com/repos/CelineTsang/The-Formula-Of-FFSO,CelineTsang/The-Formula-Of-FFSO,2018-12-15T17:46:08Z,PushEvent,lalaLynn
https://api.github.com/repos/CelineTsang/The-Formula-Of-FFSO,CelineTsang/The-Formula-Of-FFSO,2018-12-15T17:37:29Z,PushEvent,lalaLynn
https://api.github.com/repos/CelineTsang/The-Formula-Of-FFSO,CelineTsang/The-Formula-Of-FFSO,2018-12-15T17:29:23Z,PushEvent,lalaLynn
https://api.github.com/repos/CelineTsang/The-Formula-Of-FFSO,CelineTsang/The-Formula-Of-FFSO,2018-12-15T17:28:19Z,PushEvent,lalaLynn
,CelineTsang/The-Formula-Of-FFSO,2018-12-15T16:58:52Z,ForkEvent,lalaLynn
https://api.github.com/repos/18408532/The-Formula-Of-FFSO,18408532/The-Formula-Of-FFSO,2018-12-15T15:54:12Z,PushEvent,lalaLynn
https://api.github.com/repos/18408532/The-Formula-Of-FFSO,18408532/The-Formula-Of-FFSO,2018-12-14T06:05:48Z,PushEvent,lalaLynn
https://api.github.com/repos/18408532/The-Formula-Of-FFSO,18408532/The-Formula-Of-FFSO,2018-12-07T07:55:12Z,PushEvent,lalaLynn
https://api.github.com/repos/18408532/The-Formula-Of-FFSO,18408532/The-Formula-Of-FFSO,2018-12-07T07:32:36Z,PushEvent,lalaLynn
https://api.github.com/repos/18408532/The-Formula-Of-FFSO,18408532/The-Formula-Of-FFSO,2018-12-07T07:28:06Z,CreateEvent,lalaLynn
https://api.github.com/repos/18408532/The-Formula-Of-FFSO,18408532/The-Formula-Of-FFSO,2018-12-07T07:21:48Z,CreateEvent,lalaLynn
https://api.github.com/repos/18408532/python-data-assignments,18408532/python-data-assignments,2018-11-24T14:24:40Z,PushEvent,lalaLynn
https://api.github.com/repos/18408532/python-data-assignments,18408532/python-data-assignments,2018-11-24T14:17:08Z,PushEvent,lalaLynn
https://api.github.com/repos/18408532/python-data-assignments,18408532/python-data-assignments,2018-11-24T07:47:12Z,PushEvent,lalaLynn
